intern_clock,1,2,3,4,5,6,7,8
36655,0.0,0.0,0.0,0.0,266.25233644852415,1644.519914620364,1520.5721970697748,1756.9396397613064
36753,0.0,0.0,0.0,0.0,208.25233644852415,1627.6824980842898,1490.4039407523546,1752.8727378369265
36851,0.0,0.0,0.0,0.0,136.25233644852415,1654.2014291286066,1492.6952007258296,1689.3273952684906
36950,0.0,0.0,0.0,0.0,9.252336448524147,1695.4530996419885,1512.1709105003667,1725.4211498473621
37048,0.0,0.0,0.0,0.0,-116.74766355147585,1713.97425783167,1502.2421172819752,1798.6253844862001
37145,0.0,0.0,0.0,0.0,-36.74766355147585,1713.97425783167,1553.7954666851617,1875.3881583088705
37243,0.0,0.0,0.0,0.0,-83.74766355147585,1701.3461954296145,1598.4750361679232,1893.68921696858
37342,0.0,0.0,0.0,0.0,-28.747663551475853,1712.2905161780627,1614.5138559822478,1918.0906285148594
37440,0.0,0.0,0.0,0.0,-26.747663551475853,1728.706997300735,1629.788922472081,1913.0070011093844
37538,0.0,0.0,0.0,0.0,1.2523364485241473,1747.2281554904166,1606.4944460750855,1939.4418636178539
37636,0.0,0.0,0.0,0.0,108.25233644852415,1760.698088719276,1606.8763227373313,1962.8265496830381
37734,0.0,0.0,0.0,0.0,80.25233644852415,1768.2749261605093,1596.565652856694,1983.6694220454851
37832,0.0,0.0,0.0,0.0,143.25233644852415,1792.2682447244151,1586.6368596383027,1971.4687162723453
37931,0.0,0.0,0.0,0.0,234.25233644852415,1804.8963071264707,1629.4070458098352,1984.1777847860326
38029,0.0,0.0,0.0,0.0,187.25233644852415,1791.0054384842094,1634.7533190812767,1953.1676576126358
38126,0.0,0.0,0.0,0.0,186.25233644852415,1799.0032113388447,1591.6012562474984,1885.0470503792728
38224,0.0,1.0,0.0,0.0,228.25233644852415,1825.5221423831615,1581.2905863668611,1844.378031135474
38323,0.0,0.0,0.0,0.0,226.25233644852415,1854.5666859078897,1599.2387894924148,1886.0637758603677
38421,0.0,0.0,0.0,0.0,171.25233644852415,1873.9297149243748,1638.190209041489,1926.2244323636191
38519,0.0,0.0,0.0,0.0,166.25233644852415,1886.9787127398324,1616.041362631231,1947.5756674666136
38618,1.0,0.0,0.0,0.0,401.25233644852415,1899.606775141888,1622.1513892271644,1930.291334287999
38715,0.0,0.0,0.0,0.0,423.25233644852415,1896.660227248075,1651.9377688823388,1873.8630700872282
38813,0.0,1.0,0.0,0.0,488.25233644852415,1893.713679354262,1644.682112299668,1846.9198448382112
38912,1.0,0.0,0.0,0.0,454.25233644852415,1896.660227248075,1615.2776093067396,1824.0435215135744
