intern_clock,1,2,3,4,5,6,7,8,intercept,angular_coef
291426.0,263.0,362.0,22.0,22.0,4506070.8,13798.825000000186,-236605.875,38201.095,23.94361219434635,-0.0603448275862069
291524.0,263.0,362.0,22.0,22.0,4503545.8,13769.825000000186,-236636.875,38187.095,23.94361219434635,-0.0603448275862069
291622.0,263.0,362.0,22.0,22.0,4502329.8,13761.825000000186,-236615.875,38315.095,23.94361219434635,-0.0603448275862069
291721.0,264.0,362.0,22.0,22.0,4501748.8,13742.825000000186,-236598.875,38455.095,23.94361219434635,-0.0603448275862069
291818.0,263.0,362.0,22.0,22.0,4500016.8,13709.825000000186,-236593.875,38420.095,23.94361219434635,-0.0603448275862069
291916.0,264.0,362.0,22.0,22.0,4497530.8,13802.825000000186,-236619.875,38383.095,23.94361219434635,-0.0603448275862069
292015.0,263.0,362.0,22.0,22.0,4495193.8,13776.825000000186,-236563.875,38422.095,23.94361219434635,-0.0603448275862069
292113.0,263.0,362.0,22.0,21.0,4494796.8,13727.825000000186,-236536.875,38462.095,23.94361219434635,-0.0603448275862069
292210.0,263.0,362.0,22.0,22.0,4493880.8,13765.825000000186,-236506.875,38514.095,23.94361219434635,-0.0603448275862069
292308.0,263.0,362.0,22.0,22.0,4492573.8,13712.825000000186,-236582.875,38506.095,23.94361219434635,-0.0603448275862069
292407.0,263.0,362.0,22.0,22.0,4491971.8,13648.825000000186,-236596.875,38616.095,23.94361219434635,-0.0603448275862069
292504.0,263.0,362.0,22.0,22.0,4491979.8,13618.825000000186,-236638.875,38653.095,23.94361219434635,-0.0603448275862069
292602.0,263.0,362.0,22.0,22.0,4491972.8,13627.825000000186,-236601.875,38591.095,23.94361219434635,-0.0603448275862069
292701.0,263.0,362.0,22.0,22.0,4491824.8,13631.825000000186,-236574.875,38445.095,23.94361219434635,-0.0603448275862069
292799.0,263.0,362.0,22.0,22.0,4492179.8,13649.825000000186,-236608.875,38487.095,23.94361219434635,-0.0603448275862069
292896.0,263.0,362.0,22.0,22.0,4492548.8,13644.825000000186,-236670.875,38609.095,23.94361219434635,-0.0603448275862069
292995.0,263.0,363.0,22.0,22.0,4491475.8,13641.825000000186,-236631.875,38642.095,23.94361219434635,-0.0603448275862069
293093.0,264.0,363.0,22.0,22.0,4492626.8,13642.825000000186,-236641.875,38595.095,23.94361219434635,-0.0603448275862069
293191.0,263.0,363.0,22.0,22.0,4491681.8,13602.825000000186,-236653.875,38511.095,23.94361219434635,-0.0603448275862069
293288.0,263.0,363.0,22.0,22.0,4491260.8,13616.825000000186,-236731.875,38415.095,23.94361219434635,-0.0603448275862069
293387.0,264.0,363.0,22.0,22.0,4491230.8,13608.825000000186,-236756.875,38345.095,23.94361219434635,-0.0603448275862069
293485.0,263.0,363.0,22.0,22.0,4490106.8,13601.825000000186,-236752.875,38293.095,23.94361219434635,-0.0603448275862069
293583.0,263.0,363.0,22.0,21.0,4490355.8,13556.825000000186,-236829.875,38213.095,23.94361219434635,-0.0603448275862069
293681.0,263.0,363.0,22.0,21.0,4490670.8,13530.825000000186,-236892.875,38120.095,23.94361219434635,-0.0603448275862069
293779.0,264.0,363.0,22.0,22.0,4490803.8,13384.825000000186,-236945.875,38062.095,23.94361219434635,-0.0603448275862069
293877.0,263.0,363.0,22.0,22.0,4490759.8,13436.825000000186,-236978.875,38052.095,23.94361219434635,-0.0603448275862069
293976.0,263.0,362.0,22.0,22.0,4490486.8,13431.825000000186,-236980.875,37968.095,23.94361219434635,-0.0603448275862069
294073.0,263.0,363.0,22.0,22.0,4491254.8,13402.825000000186,-236961.875,37924.095,23.94361219434635,-0.0603448275862069
294171.0,263.0,363.0,22.0,22.0,4491580.8,13391.825000000186,-236975.875,37860.095,23.94361219434635,-0.0603448275862069
294269.0,263.0,363.0,22.0,22.0,4492025.8,13407.825000000186,-236975.875,37709.095,23.94361219434635,-0.0603448275862069
294367.0,263.0,363.0,22.0,22.0,4492821.8,13354.825000000186,-236986.875,37662.095,23.94361219434635,-0.0603448275862069
294465.0,263.0,363.0,22.0,21.0,4492206.8,13323.825000000186,-236989.875,37780.095,23.94361219434635,-0.0603448275862069
294563.0,264.0,363.0,22.0,21.0,4491048.8,13265.825000000186,-236985.875,37828.095,23.94361219434635,-0.0603448275862069
